respondent_id,persona
22,"I am 46 years old. I am male. I am Black or African American. I have married. I completed high school. My family income is $40,000 to $59,999. I am a strong Democrat. I am slightly conservative. I attend religious services every week."
23,"I am 32 years old. I am male. I am White. I have never been married. I completed high school. My family income is $25,000 to $39,999. I am a strong Democrat. I am extremely liberal. I attend religious services several times a year."
24,"I am 22 years old. I am male. I am Hispanic. I have widowed. I completed some college. My family income is $75,000 to $109,999. I am a not very strong Democrat. I am conservative. I attend religious services every week."
25,"I am 54 years old. I am female. I am Black or African American. I have widowed. I completed a graduate degree. My family income is $25,000 to $39,999. I am a strong Democrat. I am extremely liberal. I attend religious services every week."
26,"I am 45 years old. I am female. I am Asian. I have widowed. I completed a graduate degree. My family income is $110,000 to $129,999. I am a strong Democrat. I am conservative. I attend religious services every week."
27,"I am 59 years old. I am male. I am White. I have widowed. I completed 4 years of college (bachelor's degree). My family income is $15,000 to $24,999. I am a not very strong Democrat. I am liberal. I never attend religious services."
28,"I am 52 years old. I am female. I am Black or African American. I have widowed. I completed some college. My family income is $40,000 to $59,999. I am a not very strong Republican. I am liberal. I never attend religious services."
29,"I am 46 years old. I am male. I am White. I have never been married. I completed high school. My family income is $25,000 to $39,999. I am a not very strong Democrat. I am moderate (middle of the road). I attend religious services several times a year."
30,"I am 48 years old. I am male. I am Asian. I have never been married. I completed some college. My family income is $60,000 to $74,999. I am a strong Democrat. I am moderate (middle of the road). I attend religious services several times a year."
31,"I am 77 years old. I am female. I am Hispanic. I have widowed. I completed a graduate degree. My family income is $25,000 to $39,999. I am a not very strong Democrat. I am slightly liberal. I never attend religious services."
32,"I am 79 years old. I am male. I am White. I have divorced. I completed high school. My family income is $15,000 to $24,999. I am a strong Republican. I am moderate (middle of the road). I attend religious services every week."
33,"I am 76 years old. I am male. I am White. I have never been married. I completed some college. My family income is $15,000 to $24,999. I am a strong Republican. I am extremely liberal. I attend religious services every week."
34,"I am 73 years old. I am male. I am Asian. I have never been married. I completed some college. My family income is $75,000 to $109,999. I am a strong Republican. I am extremely liberal. I attend religious services every week."
35,"I am 23 years old. I am female. I am Hispanic. I have divorced. I completed some college. My family income is $110,000 to $129,999. I am an independent. I am liberal. I attend religious services several times a year."
36,"I am 43 years old. I am male. I am Hispanic. I have widowed. I completed 4 years of college (bachelor's degree). My family income is $15,000 to $24,999. I am a strong Democrat. I am moderate (middle of the road). I attend religious services every week."
37,"I am 54 years old. I am male. I am White. I have married. I completed 4 years of college (bachelor's degree). My family income is $25,000 to $39,999. I am an independent. I am extremely liberal. I never attend religious services."
38,"I am 41 years old. I am female. I am Black or African American. I have widowed. I completed 4 years of college (bachelor's degree). My family income is $75,000 to $109,999. I am a strong Republican. I am extremely liberal. I attend religious services every week."
39,"I am 70 years old. I am female. I am White. I have married. I completed 4 years of college (bachelor's degree). My family income is $15,000 to $24,999. I am a strong Democrat. I am conservative. I attend religious services every week."
40,"I am 27 years old. I am female. I am Hispanic. I have married. I completed 4 years of college (bachelor's degree). My family income is $25,000 to $39,999. I am an independent. I am slightly conservative. I attend religious services several times a year."
41,"I am 34 years old. I am male. I am White. I have widowed. I completed 4 years of college (bachelor's degree). My family income is $15,000 to $24,999. I am a strong Democrat. I am slightly liberal. I never attend religious services."
42,"I am 58 years old. I am female. I am Black or African American. I have widowed. I completed a graduate degree. My family income is $75,000 to $109,999. I am a strong Democrat. I am extremely liberal. I never attend religious services."
43,"I am 78 years old. I am male. I am White. I have divorced. I completed some college. My family income is $60,000 to $74,999. I am a not very strong Democrat. I am extremely liberal. I attend religious services several times a year."
44,"I am 41 years old. I am male. I am Hispanic. I have married. I completed some college. My family income is $110,000 to $129,999. I am a strong Democrat. I am slightly liberal. I attend religious services every week."
45,"I am 74 years old. I am female. I am Black or African American. I have married. I completed some college. My family income is $25,000 to $39,999. I am a not very strong Republican. I am extremely liberal. I never attend religious services."
46,"I am 65 years old. I am female. I am Asian. I have married. I completed 4 years of college (bachelor's degree). My family income is $25,000 to $39,999. I am a strong Democrat. I am moderate (middle of the road). I never attend religious services."
47,"I am 72 years old. I am female. I am Black or African American. I have married. I completed a graduate degree. My family income is $40,000 to $59,999. I am an independent. I am extremely conservative. I never attend religious services."
48,"I am 32 years old. I am male. I am Black or African American. I have widowed. I completed 4 years of college (bachelor's degree). My family income is $40,000 to $59,999. I am a strong Democrat. I am extremely conservative. I attend religious services several times a year."
49,"I am 40 years old. I am female. I am Hispanic. I have never been married. I completed high school. My family income is $40,000 to $59,999. I am a not very strong Democrat. I am slightly conservative. I attend religious services several times a year."
50,"I am 20 years old. I am male. I am Asian. I have divorced. I completed 4 years of college (bachelor's degree). My family income is $60,000 to $74,999. I am a strong Republican. I am slightly conservative. I never attend religious services."
51,"I am 42 years old. I am male. I am Hispanic. I have never been married. I completed a graduate degree. My family income is $15,000 to $24,999. I am a strong Republican. I am extremely conservative. I attend religious services every week."
52,"I am 61 years old. I am male. I am Hispanic. I have widowed. I completed high school. My family income is $110,000 to $129,999. I am an independent. I am slightly conservative. I attend religious services several times a year."
53,"I am 60 years old. I am male. I am Hispanic. I have divorced. I completed a graduate degree. My family income is $40,000 to $59,999. I am a not very strong Republican. I am conservative. I attend religious services several times a year."
54,"I am 53 years old. I am male. I am Black or African American. I have widowed. I completed a graduate degree. My family income is $110,000 to $129,999. I am a not very strong Democrat. I am slightly conservative. I attend religious services every week."
55,"I am 37 years old. I am female. I am White. I have divorced. I completed 4 years of college (bachelor's degree). My family income is $25,000 to $39,999. I am a not very strong Republican. I am extremely conservative. I attend religious services every week."
56,"I am 56 years old. I am female. I am Asian. I have widowed. I completed a graduate degree. My family income is $110,000 to $129,999. I am a not very strong Democrat. I am slightly conservative. I attend religious services several times a year."
57,"I am 68 years old. I am male. I am White. I have divorced. I completed 4 years of college (bachelor's degree). My family income is $15,000 to $24,999. I am a not very strong Democrat. I am conservative. I attend religious services several times a year."
58,"I am 32 years old. I am male. I am Black or African American. I have never been married. I completed high school. My family income is $25,000 to $39,999. I am a not very strong Republican. I am slightly conservative. I never attend religious services."
59,"I am 47 years old. I am female. I am Black or African American. I have widowed. I completed a graduate degree. My family income is $60,000 to $74,999. I am a not very strong Democrat. I am liberal. I attend religious services every week."
60,"I am 62 years old. I am male. I am White. I have widowed. I completed some college. My family income is $25,000 to $39,999. I am a strong Republican. I am moderate (middle of the road). I never attend religious services."
61,"I am 53 years old. I am male. I am White. I have widowed. I completed some college. My family income is $60,000 to $74,999. I am a strong Republican. I am slightly conservative. I attend religious services every week."
62,"I am 38 years old. I am female. I am Asian. I have widowed. I completed some college. My family income is $110,000 to $129,999. I am a not very strong Republican. I am moderate (middle of the road). I attend religious services several times a year."
63,"I am 66 years old. I am male. I am Hispanic. I have widowed. I completed some college. My family income is $40,000 to $59,999. I am a not very strong Republican. I am extremely liberal. I attend religious services every week."
64,"I am 36 years old. I am male. I am Hispanic. I have divorced. I completed 4 years of college (bachelor's degree). My family income is $75,000 to $109,999. I am a strong Democrat. I am liberal. I never attend religious services."
65,"I am 32 years old. I am female. I am Black or African American. I have married. I completed high school. My family income is $60,000 to $74,999. I am a not very strong Republican. I am slightly liberal. I attend religious services every week."
66,"I am 47 years old. I am female. I am White. I have married. I completed a graduate degree. My family income is $60,000 to $74,999. I am a strong Republican. I am conservative. I never attend religious services."
67,"I am 72 years old. I am female. I am Asian. I have never been married. I completed 4 years of college (bachelor's degree). My family income is $40,000 to $59,999. I am a not very strong Republican. I am extremely conservative. I attend religious services several times a year."
68,"I am 52 years old. I am male. I am Asian. I have married. I completed 4 years of college (bachelor's degree). My family income is $60,000 to $74,999. I am a not very strong Republican. I am extremely liberal. I attend religious services several times a year."
69,"I am 39 years old. I am female. I am Black or African American. I have widowed. I completed some college. My family income is $75,000 to $109,999. I am a strong Republican. I am extremely liberal. I attend religious services several times a year."
70,"I am 55 years old. I am male. I am White. I have widowed. I completed some college. My family income is $60,000 to $74,999. I am a not very strong Democrat. I am extremely liberal. I attend religious services several times a year."
71,"I am 42 years old. I am female. I am Black or African American. I have widowed. I completed 4 years of college (bachelor's degree). My family income is $40,000 to $59,999. I am a not very strong Republican. I am slightly liberal. I attend religious services several times a year."
72,"I am 34 years old. I am male. I am Asian. I have never been married. I completed high school. My family income is $40,000 to $59,999. I am a not very strong Democrat. I am conservative. I never attend religious services."
73,"I am 67 years old. I am male. I am White. I have married. I completed some college. My family income is $15,000 to $24,999. I am a strong Republican. I am liberal. I never attend religious services."
74,"I am 26 years old. I am female. I am White. I have married. I completed a graduate degree. My family income is $110,000 to $129,999. I am an independent. I am extremely conservative. I attend religious services several times a year."
75,"I am 28 years old. I am male. I am Black or African American. I have divorced. I completed high school. My family income is $75,000 to $109,999. I am a strong Democrat. I am slightly liberal. I attend religious services every week."
76,"I am 61 years old. I am female. I am Asian. I have married. I completed high school. My family income is $75,000 to $109,999. I am a not very strong Democrat. I am extremely liberal. I attend religious services every week."
77,"I am 67 years old. I am female. I am White. I have never been married. I completed 4 years of college (bachelor's degree). My family income is $75,000 to $109,999. I am a not very strong Republican. I am conservative. I attend religious services several times a year."
78,"I am 22 years old. I am female. I am White. I have widowed. I completed a graduate degree. My family income is $15,000 to $24,999. I am a not very strong Republican. I am slightly liberal. I attend religious services every week."
79,"I am 75 years old. I am female. I am Black or African American. I have widowed. I completed some college. My family income is $110,000 to $129,999. I am a strong Republican. I am conservative. I attend religious services several times a year."
80,"I am 57 years old. I am female. I am Asian. I have widowed. I completed 4 years of college (bachelor's degree). My family income is $40,000 to $59,999. I am a not very strong Democrat. I am extremely conservative. I never attend religious services."
81,"I am 35 years old. I am female. I am Black or African American. I have widowed. I completed a graduate degree. My family income is $40,000 to $59,999. I am a strong Democrat. I am moderate (middle of the road). I attend religious services several times a year."
82,"I am 29 years old. I am female. I am Black or African American. I have divorced. I completed 4 years of college (bachelor's degree). My family income is $40,000 to $59,999. I am an independent. I am slightly conservative. I attend religious services every week."
83,"I am 74 years old. I am female. I am White. I have married. I completed high school. My family income is $25,000 to $39,999. I am a not very strong Republican. I am moderate (middle of the road). I attend religious services every week."
84,"I am 66 years old. I am male. I am Asian. I have widowed. I completed a graduate degree. My family income is $15,000 to $24,999. I am a strong Democrat. I am slightly liberal. I never attend religious services."
85,"I am 43 years old. I am male. I am Hispanic. I have divorced. I completed a graduate degree. My family income is $75,000 to $109,999. I am a strong Republican. I am slightly liberal. I attend religious services several times a year."
86,"I am 65 years old. I am female. I am Hispanic. I have widowed. I completed 4 years of college (bachelor's degree). My family income is $40,000 to $59,999. I am an independent. I am liberal. I never attend religious services."
87,"I am 64 years old. I am male. I am Hispanic. I have never been married. I completed some college. My family income is $25,000 to $39,999. I am a not very strong Democrat. I am conservative. I attend religious services several times a year."
88,"I am 35 years old. I am female. I am White. I have married. I completed 4 years of college (bachelor's degree). My family income is $25,000 to $39,999. I am an independent. I am liberal. I attend religious services several times a year."
89,"I am 18 years old. I am male. I am Hispanic. I have never been married. I completed high school. My family income is $75,000 to $109,999. I am an independent. I am conservative. I never attend religious services."
90,"I am 58 years old. I am female. I am White. I have never been married. I completed 4 years of college (bachelor's degree). My family income is $60,000 to $74,999. I am a not very strong Republican. I am moderate (middle of the road). I attend religious services several times a year."
91,"I am 29 years old. I am male. I am Hispanic. I have widowed. I completed high school. My family income is $15,000 to $24,999. I am a not very strong Republican. I am moderate (middle of the road). I never attend religious services."
92,"I am 54 years old. I am male. I am Black or African American. I have married. I completed 4 years of college (bachelor's degree). My family income is $15,000 to $24,999. I am a not very strong Democrat. I am extremely liberal. I attend religious services every week."
93,"I am 66 years old. I am female. I am Black or African American. I have widowed. I completed a graduate degree. My family income is $60,000 to $74,999. I am an independent. I am extremely conservative. I attend religious services every week."
94,"I am 45 years old. I am female. I am White. I have never been married. I completed some college. My family income is $110,000 to $129,999. I am a not very strong Democrat. I am slightly liberal. I attend religious services every week."
95,"I am 23 years old. I am male. I am Black or African American. I have married. I completed high school. My family income is $25,000 to $39,999. I am a strong Democrat. I am moderate (middle of the road). I attend religious services several times a year."
96,"I am 62 years old. I am female. I am Hispanic. I have never been married. I completed some college. My family income is $40,000 to $59,999. I am an independent. I am conservative. I attend religious services several times a year."
97,"I am 22 years old. I am male. I am Hispanic. I have married. I completed a graduate degree. My family income is $15,000 to $24,999. I am a strong Republican. I am liberal. I attend religious services every week."
98,"I am 27 years old. I am female. I am Black or African American. I have never been married. I completed high school. My family income is $25,000 to $39,999. I am an independent. I am slightly conservative. I attend religious services every week."
99,"I am 70 years old. I am female. I am Asian. I have never been married. I completed a graduate degree. My family income is $110,000 to $129,999. I am an independent. I am conservative. I attend religious services several times a year."
100,"I am 78 years old. I am female. I am Asian. I have widowed. I completed high school. My family income is $75,000 to $109,999. I am a strong Democrat. I am moderate (middle of the road). I attend religious services every week."
