timestamp,model,condition,persona_id,variable,question_short,run,answer,prompt_tokens,completion_tokens,total_tokens,error,raw_response
2026-04-01T20:57:10.951796+00:00,google/gemini-2.5-flash-lite,demo_only,4,GAAIS_17_P,Artificial Intelligence is exciting....,1,4,122,1,123,,4
2026-04-01T20:57:11.285656+00:00,google/gemini-2.5-flash-lite,demo_only,4,R_GAAIS_3_N,I find Artificial Intelligence sinister....,1,3,123,1,124,,3
2026-04-01T20:57:11.647828+00:00,google/gemini-2.5-flash-lite,demo_only,4,R_GAAIS_8_N,Artificial Intelligence might take control of peop...,1,4,125,1,126,,4
2026-04-01T20:57:11.970279+00:00,google/gemini-2.5-flash-lite,demo_only,5,GAAIS_5_P,I am impressed by what Artificial Intelligence can...,1,5,127,1,128,,5
2026-04-01T20:57:12.393326+00:00,google/gemini-2.5-flash-lite,demo_only,5,GAAIS_7_P,Artificial Intelligence can have positive impacts ...,1,4,129,1,130,,4
2026-04-01T20:57:12.850111+00:00,google/gemini-2.5-flash-lite,demo_only,5,GAAIS_17_P,Artificial Intelligence is exciting....,1,4,122,1,123,,4
2026-04-01T20:57:13.272537+00:00,google/gemini-2.5-flash-lite,demo_only,5,R_GAAIS_3_N,I find Artificial Intelligence sinister....,1,2,123,1,124,,2
2026-04-01T20:57:13.845636+00:00,google/gemini-2.5-flash-lite,demo_only,5,R_GAAIS_8_N,Artificial Intelligence might take control of peop...,1,3,125,1,126,,3
2026-04-01T20:57:14.254310+00:00,google/gemini-2.5-flash-lite,demo_only,6,GAAIS_5_P,I am impressed by what Artificial Intelligence can...,1,5,127,1,128,,5
2026-04-01T20:57:14.576516+00:00,google/gemini-2.5-flash-lite,demo_only,6,GAAIS_7_P,Artificial Intelligence can have positive impacts ...,1,4,129,1,130,,4
2026-04-01T20:57:14.944692+00:00,google/gemini-2.5-flash-lite,demo_only,6,GAAIS_17_P,Artificial Intelligence is exciting....,1,4,122,1,123,,4
2026-04-01T20:57:15.370003+00:00,google/gemini-2.5-flash-lite,demo_only,6,R_GAAIS_3_N,I find Artificial Intelligence sinister....,1,3,123,1,124,,3
2026-04-01T20:57:15.801467+00:00,google/gemini-2.5-flash-lite,demo_only,6,R_GAAIS_8_N,Artificial Intelligence might take control of peop...,1,3,125,1,126,,3
2026-04-01T20:57:16.234983+00:00,google/gemini-2.5-flash-lite,demo_only,7,GAAIS_5_P,I am impressed by what Artificial Intelligence can...,1,5,126,1,127,,5
2026-04-01T20:57:16.588924+00:00,google/gemini-2.5-flash-lite,demo_only,7,GAAIS_7_P,Artificial Intelligence can have positive impacts ...,1,4,128,1,129,,4
2026-04-01T20:57:16.921434+00:00,google/gemini-2.5-flash-lite,demo_only,7,GAAIS_17_P,Artificial Intelligence is exciting....,1,5,121,1,122,,5
2026-04-01T20:57:17.315812+00:00,google/gemini-2.5-flash-lite,demo_only,7,R_GAAIS_3_N,I find Artificial Intelligence sinister....,1,3,122,1,123,,3
2026-04-01T20:57:18.181612+00:00,google/gemini-2.5-flash-lite,demo_only,7,R_GAAIS_8_N,Artificial Intelligence might take control of peop...,1,3,124,1,125,,3
2026-04-01T20:57:18.561055+00:00,google/gemini-2.5-flash-lite,demo_only,8,GAAIS_5_P,I am impressed by what Artificial Intelligence can...,1,4,127,1,128,,4
2026-04-01T20:57:19.214497+00:00,google/gemini-2.5-flash-lite,demo_only,8,GAAIS_7_P,Artificial Intelligence can have positive impacts ...,1,4,129,1,130,,4
2026-04-01T20:57:20.154037+00:00,google/gemini-2.5-flash-lite,demo_only,8,GAAIS_17_P,Artificial Intelligence is exciting....,1,4,122,1,123,,4
2026-04-01T20:57:20.644353+00:00,google/gemini-2.5-flash-lite,demo_only,8,R_GAAIS_3_N,I find Artificial Intelligence sinister....,1,3,123,1,124,,3
2026-04-01T20:57:21.012407+00:00,google/gemini-2.5-flash-lite,demo_only,8,R_GAAIS_8_N,Artificial Intelligence might take control of peop...,1,3,125,1,126,,3
2026-04-01T20:57:21.935035+00:00,google/gemini-2.5-flash-lite,demo_only,9,GAAIS_5_P,I am impressed by what Artificial Intelligence can...,1,4,127,1,128,,4
2026-04-01T20:57:22.289012+00:00,google/gemini-2.5-flash-lite,demo_only,9,GAAIS_7_P,Artificial Intelligence can have positive impacts ...,1,4,129,1,130,,4
2026-04-01T20:57:22.646365+00:00,google/gemini-2.5-flash-lite,demo_only,9,GAAIS_17_P,Artificial Intelligence is exciting....,1,4,122,1,123,,4
2026-04-01T20:57:23.003073+00:00,google/gemini-2.5-flash-lite,demo_only,9,R_GAAIS_3_N,I find Artificial Intelligence sinister....,1,3,123,1,124,,3
2026-04-01T20:57:23.377662+00:00,google/gemini-2.5-flash-lite,demo_only,9,R_GAAIS_8_N,Artificial Intelligence might take control of peop...,1,3,125,1,126,,3
2026-04-01T20:57:23.699501+00:00,google/gemini-2.5-flash-lite,demo_only,10,GAAIS_5_P,I am impressed by what Artificial Intelligence can...,1,5,127,1,128,,5
2026-04-01T20:57:24.036817+00:00,google/gemini-2.5-flash-lite,demo_only,10,GAAIS_7_P,Artificial Intelligence can have positive impacts ...,1,4,129,1,130,,4
2026-04-01T20:57:24.403122+00:00,google/gemini-2.5-flash-lite,demo_only,10,GAAIS_17_P,Artificial Intelligence is exciting....,1,4,122,1,123,,4
2026-04-01T20:57:24.882107+00:00,google/gemini-2.5-flash-lite,demo_only,10,R_GAAIS_3_N,I find Artificial Intelligence sinister....,1,4,123,1,124,,4
2026-04-01T20:57:25.489276+00:00,google/gemini-2.5-flash-lite,demo_only,10,R_GAAIS_8_N,Artificial Intelligence might take control of peop...,1,3,125,1,126,,3
2026-04-01T20:57:25.880817+00:00,google/gemini-2.5-flash-lite,demo_only,11,GAAIS_5_P,I am impressed by what Artificial Intelligence can...,1,5,128,1,129,,5
2026-04-01T20:57:26.250709+00:00,google/gemini-2.5-flash-lite,demo_only,11,GAAIS_7_P,Artificial Intelligence can have positive impacts ...,1,4,130,1,131,,4
2026-04-01T20:57:26.587663+00:00,google/gemini-2.5-flash-lite,demo_only,11,GAAIS_17_P,Artificial Intelligence is exciting....,1,5,123,1,124,,5
2026-04-01T20:57:26.963626+00:00,google/gemini-2.5-flash-lite,demo_only,11,R_GAAIS_3_N,I find Artificial Intelligence sinister....,1,3,124,1,125,,3
2026-04-01T20:57:27.512992+00:00,google/gemini-2.5-flash-lite,demo_only,11,R_GAAIS_8_N,Artificial Intelligence might take control of peop...,1,3,126,1,127,,3
2026-04-01T20:57:27.987588+00:00,google/gemini-2.5-flash-lite,demo_only,12,GAAIS_5_P,I am impressed by what Artificial Intelligence can...,1,5,127,1,128,,5
2026-04-01T20:57:28.447732+00:00,google/gemini-2.5-flash-lite,demo_only,12,GAAIS_7_P,Artificial Intelligence can have positive impacts ...,1,4,129,1,130,,4
2026-04-01T20:57:28.872847+00:00,google/gemini-2.5-flash-lite,demo_only,12,GAAIS_17_P,Artificial Intelligence is exciting....,1,5,122,1,123,,5
2026-04-01T20:57:29.429152+00:00,google/gemini-2.5-flash-lite,demo_only,12,R_GAAIS_3_N,I find Artificial Intelligence sinister....,1,2,123,1,124,,2
2026-04-01T20:57:30.628307+00:00,google/gemini-2.5-flash-lite,demo_only,12,R_GAAIS_8_N,Artificial Intelligence might take control of peop...,1,3,125,1,126,,3
2026-04-01T20:57:31.072476+00:00,google/gemini-2.5-flash-lite,demo_only,13,GAAIS_5_P,I am impressed by what Artificial Intelligence can...,1,5,128,1,129,,5
2026-04-01T20:57:31.393822+00:00,google/gemini-2.5-flash-lite,demo_only,13,GAAIS_7_P,Artificial Intelligence can have positive impacts ...,1,4,130,1,131,,4
2026-04-01T20:57:31.787522+00:00,google/gemini-2.5-flash-lite,demo_only,13,GAAIS_17_P,Artificial Intelligence is exciting....,1,5,123,1,124,,5
2026-04-01T20:57:32.141740+00:00,google/gemini-2.5-flash-lite,demo_only,13,R_GAAIS_3_N,I find Artificial Intelligence sinister....,1,2,124,1,125,,2
2026-04-01T20:57:32.547144+00:00,google/gemini-2.5-flash-lite,demo_only,13,R_GAAIS_8_N,Artificial Intelligence might take control of peop...,1,2,126,1,127,,2
2026-04-01T20:57:32.922849+00:00,google/gemini-2.5-flash-lite,demo_only,14,GAAIS_5_P,I am impressed by what Artificial Intelligence can...,1,5,127,1,128,,5
2026-04-01T20:57:33.771756+00:00,google/gemini-2.5-flash-lite,demo_only,14,GAAIS_7_P,Artificial Intelligence can have positive impacts ...,1,4,129,1,130,,4
2026-04-01T20:57:34.128668+00:00,google/gemini-2.5-flash-lite,demo_only,14,GAAIS_17_P,Artificial Intelligence is exciting....,1,5,122,1,123,,5
2026-04-01T20:57:34.786534+00:00,google/gemini-2.5-flash-lite,demo_only,14,R_GAAIS_3_N,I find Artificial Intelligence sinister....,1,3,123,1,124,,3
2026-04-01T20:57:35.134567+00:00,google/gemini-2.5-flash-lite,demo_only,14,R_GAAIS_8_N,Artificial Intelligence might take control of peop...,1,3,125,1,126,,3
2026-04-01T20:57:35.944382+00:00,google/gemini-2.5-flash-lite,demo_only,15,GAAIS_5_P,I am impressed by what Artificial Intelligence can...,1,4,127,1,128,,4
2026-04-01T20:57:36.802011+00:00,google/gemini-2.5-flash-lite,demo_only,15,GAAIS_7_P,Artificial Intelligence can have positive impacts ...,1,4,129,1,130,,4
2026-04-01T20:57:37.178875+00:00,google/gemini-2.5-flash-lite,demo_only,15,GAAIS_17_P,Artificial Intelligence is exciting....,1,4,122,1,123,,4
2026-04-01T20:57:38.025296+00:00,google/gemini-2.5-flash-lite,demo_only,15,R_GAAIS_3_N,I find Artificial Intelligence sinister....,1,3,123,1,124,,3
2026-04-01T20:57:38.459802+00:00,google/gemini-2.5-flash-lite,demo_only,15,R_GAAIS_8_N,Artificial Intelligence might take control of peop...,1,4,125,1,126,,4
2026-04-01T20:57:39.661115+00:00,google/gemini-2.5-flash-lite,demo_only,16,GAAIS_5_P,I am impressed by what Artificial Intelligence can...,1,4,128,1,129,,4
2026-04-01T20:57:40.082958+00:00,google/gemini-2.5-flash-lite,demo_only,16,GAAIS_7_P,Artificial Intelligence can have positive impacts ...,1,4,130,1,131,,4
2026-04-01T20:57:40.520334+00:00,google/gemini-2.5-flash-lite,demo_only,16,GAAIS_17_P,Artificial Intelligence is exciting....,1,5,123,1,124,,5
2026-04-01T20:57:40.918274+00:00,google/gemini-2.5-flash-lite,demo_only,16,R_GAAIS_3_N,I find Artificial Intelligence sinister....,1,3,124,1,125,,3
2026-04-01T20:57:41.266775+00:00,google/gemini-2.5-flash-lite,demo_only,16,R_GAAIS_8_N,Artificial Intelligence might take control of peop...,1,3,126,1,127,,3
2026-04-01T20:57:41.612681+00:00,google/gemini-2.5-flash-lite,demo_only,17,GAAIS_5_P,I am impressed by what Artificial Intelligence can...,1,4,127,1,128,,4
2026-04-01T20:57:42.010688+00:00,google/gemini-2.5-flash-lite,demo_only,17,GAAIS_7_P,Artificial Intelligence can have positive impacts ...,1,4,129,1,130,,4
2026-04-01T20:57:42.406799+00:00,google/gemini-2.5-flash-lite,demo_only,17,GAAIS_17_P,Artificial Intelligence is exciting....,1,4,122,1,123,,4
2026-04-01T20:57:42.764041+00:00,google/gemini-2.5-flash-lite,demo_only,17,R_GAAIS_3_N,I find Artificial Intelligence sinister....,1,3,123,1,124,,3
2026-04-01T20:57:43.167786+00:00,google/gemini-2.5-flash-lite,demo_only,17,R_GAAIS_8_N,Artificial Intelligence might take control of peop...,1,3,125,1,126,,3
2026-04-01T20:57:43.449269+00:00,google/gemini-2.5-flash-lite,demo_only,18,GAAIS_5_P,I am impressed by what Artificial Intelligence can...,1,5,127,1,128,,5
2026-04-01T20:57:44.547543+00:00,google/gemini-2.5-flash-lite,demo_only,18,GAAIS_7_P,Artificial Intelligence can have positive impacts ...,1,4,129,1,130,,4
2026-04-01T20:57:44.885665+00:00,google/gemini-2.5-flash-lite,demo_only,18,GAAIS_17_P,Artificial Intelligence is exciting....,1,5,122,1,123,,5
2026-04-01T20:57:45.231483+00:00,google/gemini-2.5-flash-lite,demo_only,18,R_GAAIS_3_N,I find Artificial Intelligence sinister....,1,2,123,1,124,,2
2026-04-01T20:57:45.592327+00:00,google/gemini-2.5-flash-lite,demo_only,18,R_GAAIS_8_N,Artificial Intelligence might take control of peop...,1,3,125,1,126,,3
2026-04-01T20:57:45.961811+00:00,google/gemini-2.5-flash-lite,demo_only,19,GAAIS_5_P,I am impressed by what Artificial Intelligence can...,1,5,127,1,128,,5
2026-04-01T20:58:17.407800+00:00,google/gemini-2.5-flash-lite,demo_only,19,GAAIS_7_P,Artificial Intelligence can have positive impacts ...,1,5,129,1,130,,5
2026-04-01T20:58:17.787018+00:00,google/gemini-2.5-flash-lite,demo_only,19,GAAIS_17_P,Artificial Intelligence is exciting....,1,5,122,1,123,,5
2026-04-01T20:58:18.167779+00:00,google/gemini-2.5-flash-lite,demo_only,19,R_GAAIS_3_N,I find Artificial Intelligence sinister....,1,2,123,1,124,,2
2026-04-01T20:58:18.647869+00:00,google/gemini-2.5-flash-lite,demo_only,19,R_GAAIS_8_N,Artificial Intelligence might take control of peop...,1,3,125,1,126,,3
2026-04-01T20:58:19.007190+00:00,google/gemini-2.5-flash-lite,demo_only,20,GAAIS_5_P,I am impressed by what Artificial Intelligence can...,1,4,127,1,128,,4
2026-04-01T20:58:19.369371+00:00,google/gemini-2.5-flash-lite,demo_only,20,GAAIS_7_P,Artificial Intelligence can have positive impacts ...,1,4,129,1,130,,4
2026-04-01T20:58:19.694593+00:00,google/gemini-2.5-flash-lite,demo_only,20,GAAIS_17_P,Artificial Intelligence is exciting....,1,5,122,1,123,,5
2026-04-01T20:58:20.032498+00:00,google/gemini-2.5-flash-lite,demo_only,20,R_GAAIS_3_N,I find Artificial Intelligence sinister....,1,3,123,1,124,,3
2026-04-01T20:58:20.474991+00:00,google/gemini-2.5-flash-lite,demo_only,20,R_GAAIS_8_N,Artificial Intelligence might take control of peop...,1,3,125,1,126,,3
2026-04-01T20:58:20.831159+00:00,google/gemini-2.5-flash-lite,demo_only,21,GAAIS_5_P,I am impressed by what Artificial Intelligence can...,1,5,128,1,129,,5
2026-04-01T20:58:21.189593+00:00,google/gemini-2.5-flash-lite,demo_only,21,GAAIS_7_P,Artificial Intelligence can have positive impacts ...,1,4,130,1,131,,4
2026-04-01T20:58:21.582354+00:00,google/gemini-2.5-flash-lite,demo_only,21,GAAIS_17_P,Artificial Intelligence is exciting....,1,5,123,1,124,,5
2026-04-01T20:58:21.935713+00:00,google/gemini-2.5-flash-lite,demo_only,21,R_GAAIS_3_N,I find Artificial Intelligence sinister....,1,2,124,1,125,,2
2026-04-01T20:58:22.826738+00:00,google/gemini-2.5-flash-lite,demo_only,21,R_GAAIS_8_N,Artificial Intelligence might take control of peop...,1,4,126,1,127,,4
2026-04-01T20:58:23.161681+00:00,google/gemini-2.5-flash-lite,demo_only,22,GAAIS_5_P,I am impressed by what Artificial Intelligence can...,1,5,128,1,129,,5
2026-04-01T20:58:23.604469+00:00,google/gemini-2.5-flash-lite,demo_only,22,GAAIS_7_P,Artificial Intelligence can have positive impacts ...,1,4,130,1,131,,4
2026-04-01T20:58:24.317234+00:00,google/gemini-2.5-flash-lite,demo_only,22,GAAIS_17_P,Artificial Intelligence is exciting....,1,4,123,1,124,,4
2026-04-01T20:58:24.643037+00:00,google/gemini-2.5-flash-lite,demo_only,22,R_GAAIS_3_N,I find Artificial Intelligence sinister....,1,3,124,1,125,,3
2026-04-01T20:58:25.082659+00:00,google/gemini-2.5-flash-lite,demo_only,22,R_GAAIS_8_N,Artificial Intelligence might take control of peop...,1,3,126,1,127,,3
2026-04-01T20:58:25.399691+00:00,google/gemini-2.5-flash-lite,demo_only,23,GAAIS_5_P,I am impressed by what Artificial Intelligence can...,1,4,127,1,128,,4
2026-04-01T20:58:25.723503+00:00,google/gemini-2.5-flash-lite,demo_only,23,GAAIS_7_P,Artificial Intelligence can have positive impacts ...,1,4,129,1,130,,4
2026-04-01T20:58:26.503517+00:00,google/gemini-2.5-flash-lite,demo_only,23,GAAIS_17_P,Artificial Intelligence is exciting....,1,4,122,1,123,,4
2026-04-01T20:58:26.891410+00:00,google/gemini-2.5-flash-lite,demo_only,23,R_GAAIS_3_N,I find Artificial Intelligence sinister....,1,3,123,1,124,,3
2026-04-01T20:58:27.689660+00:00,google/gemini-2.5-flash-lite,demo_only,23,R_GAAIS_8_N,Artificial Intelligence might take control of peop...,1,3,125,1,126,,3
2026-04-01T20:58:28.075400+00:00,google/gemini-2.5-flash-lite,demo_only,24,GAAIS_5_P,I am impressed by what Artificial Intelligence can...,1,4,126,1,127,,4
2026-04-01T20:58:28.590772+00:00,google/gemini-2.5-flash-lite,demo_only,24,GAAIS_7_P,Artificial Intelligence can have positive impacts ...,1,3,128,1,129,,3
2026-04-01T20:58:28.977843+00:00,google/gemini-2.5-flash-lite,demo_only,24,GAAIS_17_P,Artificial Intelligence is exciting....,1,5,121,1,122,,5
2026-04-01T20:58:29.612516+00:00,google/gemini-2.5-flash-lite,demo_only,24,R_GAAIS_3_N,I find Artificial Intelligence sinister....,1,3,122,1,123,,3
2026-04-01T20:58:29.985948+00:00,google/gemini-2.5-flash-lite,demo_only,24,R_GAAIS_8_N,Artificial Intelligence might take control of peop...,1,3,124,1,125,,3
2026-04-01T20:58:30.370504+00:00,google/gemini-2.5-flash-lite,demo_only,25,GAAIS_5_P,I am impressed by what Artificial Intelligence can...,1,5,127,1,128,,5
2026-04-01T20:58:31.741229+00:00,google/gemini-2.5-flash-lite,demo_only,25,GAAIS_7_P,Artificial Intelligence can have positive impacts ...,1,4,129,1,130,,4
2026-04-01T20:58:32.178160+00:00,google/gemini-2.5-flash-lite,demo_only,25,GAAIS_17_P,Artificial Intelligence is exciting....,1,4,122,1,123,,4
2026-04-01T20:58:32.557520+00:00,google/gemini-2.5-flash-lite,demo_only,25,R_GAAIS_3_N,I find Artificial Intelligence sinister....,1,3,123,1,124,,3
2026-04-01T20:58:33.549513+00:00,google/gemini-2.5-flash-lite,demo_only,25,R_GAAIS_8_N,Artificial Intelligence might take control of peop...,1,3,125,1,126,,3
2026-04-01T20:58:33.945896+00:00,google/gemini-2.5-flash-lite,demo_only,26,GAAIS_5_P,I am impressed by what Artificial Intelligence can...,1,5,128,1,129,,5
2026-04-01T20:58:34.291403+00:00,google/gemini-2.5-flash-lite,demo_only,26,GAAIS_7_P,Artificial Intelligence can have positive impacts ...,1,5,130,1,131,,5
2026-04-01T20:58:34.625363+00:00,google/gemini-2.5-flash-lite,demo_only,26,GAAIS_17_P,Artificial Intelligence is exciting....,1,5,123,1,124,,5
2026-04-01T20:58:35.003510+00:00,google/gemini-2.5-flash-lite,demo_only,26,R_GAAIS_3_N,I find Artificial Intelligence sinister....,1,2,124,1,125,,2
2026-04-01T20:58:35.658700+00:00,google/gemini-2.5-flash-lite,demo_only,26,R_GAAIS_8_N,Artificial Intelligence might take control of peop...,1,3,126,1,127,,3
2026-04-01T20:58:36.047195+00:00,google/gemini-2.5-flash-lite,demo_only,27,GAAIS_5_P,I am impressed by what Artificial Intelligence can...,1,5,128,1,129,,5
2026-04-01T20:58:36.528421+00:00,google/gemini-2.5-flash-lite,demo_only,27,GAAIS_7_P,Artificial Intelligence can have positive impacts ...,1,4,130,1,131,,4
2026-04-01T20:58:36.837238+00:00,google/gemini-2.5-flash-lite,demo_only,27,GAAIS_17_P,Artificial Intelligence is exciting....,1,5,123,1,124,,5
2026-04-01T20:58:37.214048+00:00,google/gemini-2.5-flash-lite,demo_only,27,R_GAAIS_3_N,I find Artificial Intelligence sinister....,1,2,124,1,125,,2
2026-04-01T20:58:37.573222+00:00,google/gemini-2.5-flash-lite,demo_only,27,R_GAAIS_8_N,Artificial Intelligence might take control of peop...,1,3,126,1,127,,3
2026-04-01T20:58:37.989036+00:00,google/gemini-2.5-flash-lite,demo_only,28,GAAIS_5_P,I am impressed by what Artificial Intelligence can...,1,5,127,1,128,,5
2026-04-01T20:58:38.360100+00:00,google/gemini-2.5-flash-lite,demo_only,28,GAAIS_7_P,Artificial Intelligence can have positive impacts ...,1,4,129,1,130,,4
2026-04-01T20:58:38.715823+00:00,google/gemini-2.5-flash-lite,demo_only,28,GAAIS_17_P,Artificial Intelligence is exciting....,1,4,122,1,123,,4
2026-04-01T20:58:39.132445+00:00,google/gemini-2.5-flash-lite,demo_only,28,R_GAAIS_3_N,I find Artificial Intelligence sinister....,1,3,123,1,124,,3
2026-04-01T20:58:39.729489+00:00,google/gemini-2.5-flash-lite,demo_only,28,R_GAAIS_8_N,Artificial Intelligence might take control of peop...,1,4,125,1,126,,4
2026-04-01T20:58:40.072291+00:00,google/gemini-2.5-flash-lite,demo_only,29,GAAIS_5_P,I am impressed by what Artificial Intelligence can...,1,4,127,1,128,,4
2026-04-01T20:58:40.886895+00:00,google/gemini-2.5-flash-lite,demo_only,29,GAAIS_7_P,Artificial Intelligence can have positive impacts ...,1,4,129,1,130,,4
2026-04-01T20:58:41.268387+00:00,google/gemini-2.5-flash-lite,demo_only,29,GAAIS_17_P,Artificial Intelligence is exciting....,1,4,122,1,123,,4
2026-04-01T20:58:41.662258+00:00,google/gemini-2.5-flash-lite,demo_only,29,R_GAAIS_3_N,I find Artificial Intelligence sinister....,1,3,123,1,124,,3
2026-04-01T20:58:42.006654+00:00,google/gemini-2.5-flash-lite,demo_only,29,R_GAAIS_8_N,Artificial Intelligence might take control of peop...,1,3,125,1,126,,3
2026-04-01T20:58:42.587973+00:00,google/gemini-2.5-flash-lite,demo_only,30,GAAIS_5_P,I am impressed by what Artificial Intelligence can...,1,5,127,1,128,,5
2026-04-01T20:58:43.005217+00:00,google/gemini-2.5-flash-lite,demo_only,30,GAAIS_7_P,Artificial Intelligence can have positive impacts ...,1,4,129,1,130,,4
2026-04-01T20:58:43.399574+00:00,google/gemini-2.5-flash-lite,demo_only,30,GAAIS_17_P,Artificial Intelligence is exciting....,1,4,122,1,123,,4
2026-04-01T20:58:43.766680+00:00,google/gemini-2.5-flash-lite,demo_only,30,R_GAAIS_3_N,I find Artificial Intelligence sinister....,1,3,123,1,124,,3
2026-04-01T20:58:44.875655+00:00,google/gemini-2.5-flash-lite,demo_only,30,R_GAAIS_8_N,Artificial Intelligence might take control of peop...,1,3,125,1,126,,3
2026-04-01T20:58:45.192499+00:00,google/gemini-2.5-flash-lite,demo_only,31,GAAIS_5_P,I am impressed by what Artificial Intelligence can...,1,5,128,1,129,,5
2026-04-01T20:58:45.561709+00:00,google/gemini-2.5-flash-lite,demo_only,31,GAAIS_7_P,Artificial Intelligence can have positive impacts ...,1,4,130,1,131,,4
2026-04-01T20:58:45.913559+00:00,google/gemini-2.5-flash-lite,demo_only,31,GAAIS_17_P,Artificial Intelligence is exciting....,1,5,123,1,124,,5
2026-04-01T20:58:46.319202+00:00,google/gemini-2.5-flash-lite,demo_only,31,R_GAAIS_3_N,I find Artificial Intelligence sinister....,1,2,124,1,125,,2
2026-04-01T20:58:46.649315+00:00,google/gemini-2.5-flash-lite,demo_only,31,R_GAAIS_8_N,Artificial Intelligence might take control of peop...,1,4,126,1,127,,4
2026-04-01T20:58:47.009300+00:00,google/gemini-2.5-flash-lite,demo_only,32,GAAIS_5_P,I am impressed by what Artificial Intelligence can...,1,5,127,1,128,,5
2026-04-01T20:59:18.378765+00:00,google/gemini-2.5-flash-lite,demo_only,32,GAAIS_7_P,Artificial Intelligence can have positive impacts ...,1,4,129,1,130,,4
2026-04-01T20:59:18.733800+00:00,google/gemini-2.5-flash-lite,demo_only,32,GAAIS_17_P,Artificial Intelligence is exciting....,1,5,122,1,123,,5
2026-04-01T20:59:19.107141+00:00,google/gemini-2.5-flash-lite,demo_only,32,R_GAAIS_3_N,I find Artificial Intelligence sinister....,1,2,123,1,124,,2
2026-04-01T20:59:19.572341+00:00,google/gemini-2.5-flash-lite,demo_only,32,R_GAAIS_8_N,Artificial Intelligence might take control of peop...,1,3,125,1,126,,3
2026-04-01T20:59:19.925408+00:00,google/gemini-2.5-flash-lite,demo_only,33,GAAIS_5_P,I am impressed by what Artificial Intelligence can...,1,5,128,1,129,,5
2026-04-01T20:59:20.262870+00:00,google/gemini-2.5-flash-lite,demo_only,33,GAAIS_7_P,Artificial Intelligence can have positive impacts ...,1,5,130,1,131,,5
2026-04-01T20:59:20.597081+00:00,google/gemini-2.5-flash-lite,demo_only,33,GAAIS_17_P,Artificial Intelligence is exciting....,1,5,123,1,124,,5
2026-04-01T20:59:20.968811+00:00,google/gemini-2.5-flash-lite,demo_only,33,R_GAAIS_3_N,I find Artificial Intelligence sinister....,1,2,124,1,125,,2
2026-04-01T20:59:21.289649+00:00,google/gemini-2.5-flash-lite,demo_only,33,R_GAAIS_8_N,Artificial Intelligence might take control of peop...,1,4,126,1,127,,4
