timestamp,model,condition,persona_id,variable,question_short,run,answer,prompt_tokens,completion_tokens,total_tokens,error,raw_response
2026-04-01T21:05:13.830634+00:00,google/gemini-2.5-flash-lite,demo_big5,3,GAAIS_17_P,Artificial Intelligence is exciting....,1,5,154,1,155,,5
2026-04-01T21:05:45.655598+00:00,google/gemini-2.5-flash-lite,demo_big5,3,R_GAAIS_3_N,I find Artificial Intelligence sinister....,1,2,155,1,156,,2
2026-04-01T21:05:46.122619+00:00,google/gemini-2.5-flash-lite,demo_big5,3,R_GAAIS_8_N,Artificial Intelligence might take control of peop...,1,2,157,1,158,,2
2026-04-01T21:05:46.513446+00:00,google/gemini-2.5-flash-lite,demo_big5,4,GAAIS_5_P,I am impressed by what Artificial Intelligence can...,1,5,160,1,161,,5
2026-04-01T21:05:47.006609+00:00,google/gemini-2.5-flash-lite,demo_big5,4,GAAIS_7_P,Artificial Intelligence can have positive impacts ...,1,5,162,1,163,,5
2026-04-01T21:05:47.428231+00:00,google/gemini-2.5-flash-lite,demo_big5,4,GAAIS_17_P,Artificial Intelligence is exciting....,1,5,155,1,156,,5
2026-04-01T21:05:47.772211+00:00,google/gemini-2.5-flash-lite,demo_big5,4,R_GAAIS_3_N,I find Artificial Intelligence sinister....,1,2,156,1,157,,2
2026-04-01T21:05:48.189486+00:00,google/gemini-2.5-flash-lite,demo_big5,4,R_GAAIS_8_N,Artificial Intelligence might take control of peop...,1,2,158,1,159,,2
2026-04-01T21:05:48.600778+00:00,google/gemini-2.5-flash-lite,demo_big5,5,GAAIS_5_P,I am impressed by what Artificial Intelligence can...,1,5,160,1,161,,5
2026-04-01T21:05:48.965897+00:00,google/gemini-2.5-flash-lite,demo_big5,5,GAAIS_7_P,Artificial Intelligence can have positive impacts ...,1,4,162,1,163,,4
2026-04-01T21:05:49.321748+00:00,google/gemini-2.5-flash-lite,demo_big5,5,GAAIS_17_P,Artificial Intelligence is exciting....,1,5,155,1,156,,5
2026-04-01T21:05:49.710295+00:00,google/gemini-2.5-flash-lite,demo_big5,5,R_GAAIS_3_N,I find Artificial Intelligence sinister....,1,3,156,1,157,,3
2026-04-01T21:05:50.020730+00:00,google/gemini-2.5-flash-lite,demo_big5,5,R_GAAIS_8_N,Artificial Intelligence might take control of peop...,1,3,158,1,159,,3
2026-04-01T21:05:50.358239+00:00,google/gemini-2.5-flash-lite,demo_big5,6,GAAIS_5_P,I am impressed by what Artificial Intelligence can...,1,4,162,1,163,,4
2026-04-01T21:05:50.727601+00:00,google/gemini-2.5-flash-lite,demo_big5,6,GAAIS_7_P,Artificial Intelligence can have positive impacts ...,1,4,164,1,165,,4
2026-04-01T21:05:51.108305+00:00,google/gemini-2.5-flash-lite,demo_big5,6,GAAIS_17_P,Artificial Intelligence is exciting....,1,5,157,1,158,,5
2026-04-01T21:05:51.618298+00:00,google/gemini-2.5-flash-lite,demo_big5,6,R_GAAIS_3_N,I find Artificial Intelligence sinister....,1,5,158,1,159,,5
2026-04-01T21:05:52.171661+00:00,google/gemini-2.5-flash-lite,demo_big5,6,R_GAAIS_8_N,Artificial Intelligence might take control of peop...,1,4,160,1,161,,4
2026-04-01T21:05:53.062991+00:00,google/gemini-2.5-flash-lite,demo_big5,7,GAAIS_5_P,I am impressed by what Artificial Intelligence can...,1,5,160,1,161,,5
2026-04-01T21:05:53.774507+00:00,google/gemini-2.5-flash-lite,demo_big5,7,GAAIS_7_P,Artificial Intelligence can have positive impacts ...,1,5,162,1,163,,5
2026-04-01T21:05:54.598583+00:00,google/gemini-2.5-flash-lite,demo_big5,7,GAAIS_17_P,Artificial Intelligence is exciting....,1,5,155,1,156,,5
2026-04-01T21:05:55.008097+00:00,google/gemini-2.5-flash-lite,demo_big5,7,R_GAAIS_3_N,I find Artificial Intelligence sinister....,1,2,156,1,157,,2
2026-04-01T21:05:55.353530+00:00,google/gemini-2.5-flash-lite,demo_big5,7,R_GAAIS_8_N,Artificial Intelligence might take control of peop...,1,2,158,1,159,,2
2026-04-01T21:05:55.793460+00:00,google/gemini-2.5-flash-lite,demo_big5,8,GAAIS_5_P,I am impressed by what Artificial Intelligence can...,1,4,161,1,162,,4
2026-04-01T21:05:56.156514+00:00,google/gemini-2.5-flash-lite,demo_big5,8,GAAIS_7_P,Artificial Intelligence can have positive impacts ...,1,4,163,1,164,,4
2026-04-01T21:05:56.513337+00:00,google/gemini-2.5-flash-lite,demo_big5,8,GAAIS_17_P,Artificial Intelligence is exciting....,1,5,156,1,157,,5
2026-04-01T21:05:56.935891+00:00,google/gemini-2.5-flash-lite,demo_big5,8,R_GAAIS_3_N,I find Artificial Intelligence sinister....,1,4,157,1,158,,4
2026-04-01T21:05:57.402245+00:00,google/gemini-2.5-flash-lite,demo_big5,8,R_GAAIS_8_N,Artificial Intelligence might take control of peop...,1,5,159,1,160,,5
2026-04-01T21:05:57.742154+00:00,google/gemini-2.5-flash-lite,demo_big5,9,GAAIS_5_P,I am impressed by what Artificial Intelligence can...,1,2,162,1,163,,2
2026-04-01T21:06:00.391144+00:00,google/gemini-2.5-flash-lite,demo_big5,9,GAAIS_7_P,Artificial Intelligence can have positive impacts ...,1,2,164,1,165,,2
2026-04-01T21:06:00.809126+00:00,google/gemini-2.5-flash-lite,demo_big5,9,GAAIS_17_P,Artificial Intelligence is exciting....,1,2,157,1,158,,2
2026-04-01T21:06:01.223427+00:00,google/gemini-2.5-flash-lite,demo_big5,9,R_GAAIS_3_N,I find Artificial Intelligence sinister....,1,5,158,1,159,,5
2026-04-01T21:06:01.614884+00:00,google/gemini-2.5-flash-lite,demo_big5,9,R_GAAIS_8_N,Artificial Intelligence might take control of peop...,1,5,160,1,161,,5
2026-04-01T21:06:02.320492+00:00,google/gemini-2.5-flash-lite,demo_big5,10,GAAIS_5_P,I am impressed by what Artificial Intelligence can...,1,5,160,1,161,,5
2026-04-01T21:06:03.170379+00:00,google/gemini-2.5-flash-lite,demo_big5,10,GAAIS_7_P,Artificial Intelligence can have positive impacts ...,1,5,162,1,163,,5
2026-04-01T21:06:03.626585+00:00,google/gemini-2.5-flash-lite,demo_big5,10,GAAIS_17_P,Artificial Intelligence is exciting....,1,5,155,1,156,,5
2026-04-01T21:06:04.506172+00:00,google/gemini-2.5-flash-lite,demo_big5,10,R_GAAIS_3_N,I find Artificial Intelligence sinister....,1,4,156,1,157,,4
2026-04-01T21:06:04.920931+00:00,google/gemini-2.5-flash-lite,demo_big5,10,R_GAAIS_8_N,Artificial Intelligence might take control of peop...,1,5,158,1,159,,5
2026-04-01T21:06:05.853159+00:00,google/gemini-2.5-flash-lite,demo_big5,11,GAAIS_5_P,I am impressed by what Artificial Intelligence can...,1,5,162,1,163,,5
2026-04-01T21:06:06.173139+00:00,google/gemini-2.5-flash-lite,demo_big5,11,GAAIS_7_P,Artificial Intelligence can have positive impacts ...,1,4,164,1,165,,4
2026-04-01T21:06:07.044769+00:00,google/gemini-2.5-flash-lite,demo_big5,11,GAAIS_17_P,Artificial Intelligence is exciting....,1,5,157,1,158,,5
2026-04-01T21:06:07.415097+00:00,google/gemini-2.5-flash-lite,demo_big5,11,R_GAAIS_3_N,I find Artificial Intelligence sinister....,1,4,158,1,159,,4
2026-04-01T21:06:07.806677+00:00,google/gemini-2.5-flash-lite,demo_big5,11,R_GAAIS_8_N,Artificial Intelligence might take control of peop...,1,5,160,1,161,,5
2026-04-01T21:06:08.180312+00:00,google/gemini-2.5-flash-lite,demo_big5,12,GAAIS_5_P,I am impressed by what Artificial Intelligence can...,1,4,162,1,163,,4
2026-04-01T21:06:08.575543+00:00,google/gemini-2.5-flash-lite,demo_big5,12,GAAIS_7_P,Artificial Intelligence can have positive impacts ...,1,4,164,1,165,,4
2026-04-01T21:06:08.945208+00:00,google/gemini-2.5-flash-lite,demo_big5,12,GAAIS_17_P,Artificial Intelligence is exciting....,1,4,157,1,158,,4
2026-04-01T21:06:09.992634+00:00,google/gemini-2.5-flash-lite,demo_big5,12,R_GAAIS_3_N,I find Artificial Intelligence sinister....,1,3,158,1,159,,3
2026-04-01T21:06:10.326389+00:00,google/gemini-2.5-flash-lite,demo_big5,12,R_GAAIS_8_N,Artificial Intelligence might take control of peop...,1,4,160,1,161,,4
2026-04-01T21:06:10.733748+00:00,google/gemini-2.5-flash-lite,demo_big5,13,GAAIS_5_P,I am impressed by what Artificial Intelligence can...,1,5,161,1,162,,5
2026-04-01T21:06:11.081694+00:00,google/gemini-2.5-flash-lite,demo_big5,13,GAAIS_7_P,Artificial Intelligence can have positive impacts ...,1,4,163,1,164,,4
2026-04-01T21:06:11.407598+00:00,google/gemini-2.5-flash-lite,demo_big5,13,GAAIS_17_P,Artificial Intelligence is exciting....,1,5,156,1,157,,5
2026-04-01T21:06:12.272035+00:00,google/gemini-2.5-flash-lite,demo_big5,13,R_GAAIS_3_N,I find Artificial Intelligence sinister....,1,2,157,1,158,,2
2026-04-01T21:06:12.586438+00:00,google/gemini-2.5-flash-lite,demo_big5,13,R_GAAIS_8_N,Artificial Intelligence might take control of peop...,1,2,159,1,160,,2
2026-04-01T21:06:12.934550+00:00,google/gemini-2.5-flash-lite,demo_big5,14,GAAIS_5_P,I am impressed by what Artificial Intelligence can...,1,5,161,1,162,,5
2026-04-01T21:06:13.339441+00:00,google/gemini-2.5-flash-lite,demo_big5,14,GAAIS_7_P,Artificial Intelligence can have positive impacts ...,1,5,163,1,164,,5
2026-04-01T21:06:13.724711+00:00,google/gemini-2.5-flash-lite,demo_big5,14,GAAIS_17_P,Artificial Intelligence is exciting....,1,5,156,1,157,,5
2026-04-01T21:06:14.097836+00:00,google/gemini-2.5-flash-lite,demo_big5,14,R_GAAIS_3_N,I find Artificial Intelligence sinister....,1,2,157,1,158,,2
2026-04-01T21:06:15.021543+00:00,google/gemini-2.5-flash-lite,demo_big5,14,R_GAAIS_8_N,Artificial Intelligence might take control of peop...,1,2,159,1,160,,2
2026-04-01T21:06:15.420724+00:00,google/gemini-2.5-flash-lite,demo_big5,15,GAAIS_5_P,I am impressed by what Artificial Intelligence can...,1,5,162,1,163,,5
2026-04-01T21:06:15.832197+00:00,google/gemini-2.5-flash-lite,demo_big5,15,GAAIS_7_P,Artificial Intelligence can have positive impacts ...,1,5,164,1,165,,5
2026-04-01T21:06:16.275009+00:00,google/gemini-2.5-flash-lite,demo_big5,15,GAAIS_17_P,Artificial Intelligence is exciting....,1,5,157,1,158,,5
2026-04-01T21:06:16.902528+00:00,google/gemini-2.5-flash-lite,demo_big5,15,R_GAAIS_3_N,I find Artificial Intelligence sinister....,1,2,158,1,159,,2
2026-04-01T21:06:17.324832+00:00,google/gemini-2.5-flash-lite,demo_big5,15,R_GAAIS_8_N,Artificial Intelligence might take control of peop...,1,3,160,1,161,,3
2026-04-01T21:06:17.702823+00:00,google/gemini-2.5-flash-lite,demo_big5,16,GAAIS_5_P,I am impressed by what Artificial Intelligence can...,1,5,165,1,166,,5
2026-04-01T21:06:18.107894+00:00,google/gemini-2.5-flash-lite,demo_big5,16,GAAIS_7_P,Artificial Intelligence can have positive impacts ...,1,5,167,1,168,,5
2026-04-01T21:06:18.609795+00:00,google/gemini-2.5-flash-lite,demo_big5,16,GAAIS_17_P,Artificial Intelligence is exciting....,1,5,160,1,161,,5
2026-04-01T21:06:18.984685+00:00,google/gemini-2.5-flash-lite,demo_big5,16,R_GAAIS_3_N,I find Artificial Intelligence sinister....,1,5,161,1,162,,5
2026-04-01T21:06:19.320740+00:00,google/gemini-2.5-flash-lite,demo_big5,16,R_GAAIS_8_N,Artificial Intelligence might take control of peop...,1,5,163,1,164,,5
2026-04-01T21:06:19.826482+00:00,google/gemini-2.5-flash-lite,demo_big5,17,GAAIS_5_P,I am impressed by what Artificial Intelligence can...,1,5,161,1,162,,5
2026-04-01T21:06:20.182221+00:00,google/gemini-2.5-flash-lite,demo_big5,17,GAAIS_7_P,Artificial Intelligence can have positive impacts ...,1,5,163,1,164,,5
2026-04-01T21:06:21.082514+00:00,google/gemini-2.5-flash-lite,demo_big5,17,GAAIS_17_P,Artificial Intelligence is exciting....,1,5,156,1,157,,5
2026-04-01T21:06:21.412727+00:00,google/gemini-2.5-flash-lite,demo_big5,17,R_GAAIS_3_N,I find Artificial Intelligence sinister....,1,3,157,1,158,,3
2026-04-01T21:06:21.765928+00:00,google/gemini-2.5-flash-lite,demo_big5,17,R_GAAIS_8_N,Artificial Intelligence might take control of peop...,1,2,159,1,160,,2
2026-04-01T21:06:22.197201+00:00,google/gemini-2.5-flash-lite,demo_big5,18,GAAIS_5_P,I am impressed by what Artificial Intelligence can...,1,5,160,1,161,,5
2026-04-01T21:06:22.585763+00:00,google/gemini-2.5-flash-lite,demo_big5,18,GAAIS_7_P,Artificial Intelligence can have positive impacts ...,1,5,162,1,163,,5
2026-04-01T21:06:23.187267+00:00,google/gemini-2.5-flash-lite,demo_big5,18,GAAIS_17_P,Artificial Intelligence is exciting....,1,5,155,1,156,,5
2026-04-01T21:06:23.567781+00:00,google/gemini-2.5-flash-lite,demo_big5,18,R_GAAIS_3_N,I find Artificial Intelligence sinister....,1,4,156,1,157,,4
2026-04-01T21:06:23.923782+00:00,google/gemini-2.5-flash-lite,demo_big5,18,R_GAAIS_8_N,Artificial Intelligence might take control of peop...,1,4,158,1,159,,4
2026-04-01T21:06:24.254904+00:00,google/gemini-2.5-flash-lite,demo_big5,19,GAAIS_5_P,I am impressed by what Artificial Intelligence can...,1,5,162,1,163,,5
2026-04-01T21:06:24.721905+00:00,google/gemini-2.5-flash-lite,demo_big5,19,GAAIS_7_P,Artificial Intelligence can have positive impacts ...,1,5,164,1,165,,5
2026-04-01T21:06:25.113486+00:00,google/gemini-2.5-flash-lite,demo_big5,19,GAAIS_17_P,Artificial Intelligence is exciting....,1,5,157,1,158,,5
2026-04-01T21:06:25.517976+00:00,google/gemini-2.5-flash-lite,demo_big5,19,R_GAAIS_3_N,I find Artificial Intelligence sinister....,1,3,158,1,159,,3
2026-04-01T21:06:25.920613+00:00,google/gemini-2.5-flash-lite,demo_big5,19,R_GAAIS_8_N,Artificial Intelligence might take control of peop...,1,5,160,1,161,,5
2026-04-01T21:06:26.308187+00:00,google/gemini-2.5-flash-lite,demo_big5,20,GAAIS_5_P,I am impressed by what Artificial Intelligence can...,1,5,162,1,163,,5
2026-04-01T21:06:26.706334+00:00,google/gemini-2.5-flash-lite,demo_big5,20,GAAIS_7_P,Artificial Intelligence can have positive impacts ...,1,5,164,1,165,,5
2026-04-01T21:06:27.102937+00:00,google/gemini-2.5-flash-lite,demo_big5,20,GAAIS_17_P,Artificial Intelligence is exciting....,1,5,157,1,158,,5
2026-04-01T21:06:27.447538+00:00,google/gemini-2.5-flash-lite,demo_big5,20,R_GAAIS_3_N,I find Artificial Intelligence sinister....,1,4,158,1,159,,4
2026-04-01T21:06:27.857367+00:00,google/gemini-2.5-flash-lite,demo_big5,20,R_GAAIS_8_N,Artificial Intelligence might take control of peop...,1,4,160,1,161,,4
2026-04-01T21:06:28.996842+00:00,google/gemini-2.5-flash-lite,demo_big5,21,GAAIS_5_P,I am impressed by what Artificial Intelligence can...,1,5,161,1,162,,5
2026-04-01T21:06:29.372950+00:00,google/gemini-2.5-flash-lite,demo_big5,21,GAAIS_7_P,Artificial Intelligence can have positive impacts ...,1,4,163,1,164,,4
2026-04-01T21:06:29.722722+00:00,google/gemini-2.5-flash-lite,demo_big5,21,GAAIS_17_P,Artificial Intelligence is exciting....,1,5,156,1,157,,5
2026-04-01T21:06:30.167410+00:00,google/gemini-2.5-flash-lite,demo_big5,21,R_GAAIS_3_N,I find Artificial Intelligence sinister....,1,3,157,1,158,,3
2026-04-01T21:06:31.121147+00:00,google/gemini-2.5-flash-lite,demo_big5,21,R_GAAIS_8_N,Artificial Intelligence might take control of peop...,1,4,159,1,160,,4
2026-04-01T21:06:31.458495+00:00,google/gemini-2.5-flash-lite,demo_big5,22,GAAIS_5_P,I am impressed by what Artificial Intelligence can...,1,5,161,1,162,,5
2026-04-01T21:06:31.849433+00:00,google/gemini-2.5-flash-lite,demo_big5,22,GAAIS_7_P,Artificial Intelligence can have positive impacts ...,1,5,163,1,164,,5
2026-04-01T21:06:32.266805+00:00,google/gemini-2.5-flash-lite,demo_big5,22,GAAIS_17_P,Artificial Intelligence is exciting....,1,5,156,1,157,,5
2026-04-01T21:06:32.648174+00:00,google/gemini-2.5-flash-lite,demo_big5,22,R_GAAIS_3_N,I find Artificial Intelligence sinister....,1,4,157,1,158,,4
2026-04-01T21:06:33.075904+00:00,google/gemini-2.5-flash-lite,demo_big5,22,R_GAAIS_8_N,Artificial Intelligence might take control of peop...,1,5,159,1,160,,5
2026-04-01T21:06:33.524438+00:00,google/gemini-2.5-flash-lite,demo_big5,23,GAAIS_5_P,I am impressed by what Artificial Intelligence can...,1,5,160,1,161,,5
2026-04-01T21:06:33.885348+00:00,google/gemini-2.5-flash-lite,demo_big5,23,GAAIS_7_P,Artificial Intelligence can have positive impacts ...,1,4,162,1,163,,4
2026-04-01T21:07:05.436512+00:00,google/gemini-2.5-flash-lite,demo_big5,23,GAAIS_17_P,Artificial Intelligence is exciting....,1,4,155,1,156,,4
2026-04-01T21:07:05.794728+00:00,google/gemini-2.5-flash-lite,demo_big5,23,R_GAAIS_3_N,I find Artificial Intelligence sinister....,1,4,156,1,157,,4
2026-04-01T21:07:06.126884+00:00,google/gemini-2.5-flash-lite,demo_big5,23,R_GAAIS_8_N,Artificial Intelligence might take control of peop...,1,5,158,1,159,,5
2026-04-01T21:07:06.544722+00:00,google/gemini-2.5-flash-lite,demo_big5,24,GAAIS_5_P,I am impressed by what Artificial Intelligence can...,1,5,159,1,160,,5
2026-04-01T21:07:06.866491+00:00,google/gemini-2.5-flash-lite,demo_big5,24,GAAIS_7_P,Artificial Intelligence can have positive impacts ...,1,4,161,1,162,,4
2026-04-01T21:07:07.290740+00:00,google/gemini-2.5-flash-lite,demo_big5,24,GAAIS_17_P,Artificial Intelligence is exciting....,1,5,154,1,155,,5
2026-04-01T21:07:08.159607+00:00,google/gemini-2.5-flash-lite,demo_big5,24,R_GAAIS_3_N,I find Artificial Intelligence sinister....,1,4,155,1,156,,4
2026-04-01T21:07:08.546061+00:00,google/gemini-2.5-flash-lite,demo_big5,24,R_GAAIS_8_N,Artificial Intelligence might take control of peop...,1,5,157,1,158,,5
2026-04-01T21:07:08.888207+00:00,google/gemini-2.5-flash-lite,demo_big5,25,GAAIS_5_P,I am impressed by what Artificial Intelligence can...,1,4,162,1,163,,4
2026-04-01T21:07:09.266107+00:00,google/gemini-2.5-flash-lite,demo_big5,25,GAAIS_7_P,Artificial Intelligence can have positive impacts ...,1,5,164,1,165,,5
2026-04-01T21:07:09.670873+00:00,google/gemini-2.5-flash-lite,demo_big5,25,GAAIS_17_P,Artificial Intelligence is exciting....,1,5,157,1,158,,5
2026-04-01T21:07:09.993438+00:00,google/gemini-2.5-flash-lite,demo_big5,25,R_GAAIS_3_N,I find Artificial Intelligence sinister....,1,2,158,1,159,,2
2026-04-01T21:07:10.362550+00:00,google/gemini-2.5-flash-lite,demo_big5,25,R_GAAIS_8_N,Artificial Intelligence might take control of peop...,1,3,160,1,161,,3
2026-04-01T21:07:10.733674+00:00,google/gemini-2.5-flash-lite,demo_big5,26,GAAIS_5_P,I am impressed by what Artificial Intelligence can...,1,5,162,1,163,,5
2026-04-01T21:07:11.081553+00:00,google/gemini-2.5-flash-lite,demo_big5,26,GAAIS_7_P,Artificial Intelligence can have positive impacts ...,1,5,164,1,165,,5
2026-04-01T21:07:11.427427+00:00,google/gemini-2.5-flash-lite,demo_big5,26,GAAIS_17_P,Artificial Intelligence is exciting....,1,5,157,1,158,,5
2026-04-01T21:07:11.799195+00:00,google/gemini-2.5-flash-lite,demo_big5,26,R_GAAIS_3_N,I find Artificial Intelligence sinister....,1,1,158,1,159,,1
2026-04-01T21:07:12.151088+00:00,google/gemini-2.5-flash-lite,demo_big5,26,R_GAAIS_8_N,Artificial Intelligence might take control of peop...,1,4,160,1,161,,4
2026-04-01T21:07:12.557386+00:00,google/gemini-2.5-flash-lite,demo_big5,27,GAAIS_5_P,I am impressed by what Artificial Intelligence can...,1,5,162,1,163,,5
2026-04-01T21:07:12.952959+00:00,google/gemini-2.5-flash-lite,demo_big5,27,GAAIS_7_P,Artificial Intelligence can have positive impacts ...,1,4,164,1,165,,4
2026-04-01T21:07:13.370628+00:00,google/gemini-2.5-flash-lite,demo_big5,27,GAAIS_17_P,Artificial Intelligence is exciting....,1,5,157,1,158,,5
2026-04-01T21:07:16.841503+00:00,google/gemini-2.5-flash-lite,demo_big5,27,R_GAAIS_3_N,I find Artificial Intelligence sinister....,1,2,158,1,159,,2
2026-04-01T21:07:17.170113+00:00,google/gemini-2.5-flash-lite,demo_big5,27,R_GAAIS_8_N,Artificial Intelligence might take control of peop...,1,5,160,1,161,,5
2026-04-01T21:07:17.506945+00:00,google/gemini-2.5-flash-lite,demo_big5,28,GAAIS_5_P,I am impressed by what Artificial Intelligence can...,1,5,161,1,162,,5
2026-04-01T21:07:18.359098+00:00,google/gemini-2.5-flash-lite,demo_big5,28,GAAIS_7_P,Artificial Intelligence can have positive impacts ...,1,4,163,1,164,,4
2026-04-01T21:07:18.932927+00:00,google/gemini-2.5-flash-lite,demo_big5,28,GAAIS_17_P,Artificial Intelligence is exciting....,1,5,156,1,157,,5
2026-04-01T21:07:19.411929+00:00,google/gemini-2.5-flash-lite,demo_big5,28,R_GAAIS_3_N,I find Artificial Intelligence sinister....,1,4,157,1,158,,4
2026-04-01T21:07:19.843119+00:00,google/gemini-2.5-flash-lite,demo_big5,28,R_GAAIS_8_N,Artificial Intelligence might take control of peop...,1,5,159,1,160,,5
2026-04-01T21:07:20.190269+00:00,google/gemini-2.5-flash-lite,demo_big5,29,GAAIS_5_P,I am impressed by what Artificial Intelligence can...,1,5,160,1,161,,5
2026-04-01T21:07:20.609388+00:00,google/gemini-2.5-flash-lite,demo_big5,29,GAAIS_7_P,Artificial Intelligence can have positive impacts ...,1,5,162,1,163,,5
2026-04-01T21:07:20.989652+00:00,google/gemini-2.5-flash-lite,demo_big5,29,GAAIS_17_P,Artificial Intelligence is exciting....,1,5,155,1,156,,5
2026-04-01T21:07:21.364245+00:00,google/gemini-2.5-flash-lite,demo_big5,29,R_GAAIS_3_N,I find Artificial Intelligence sinister....,1,4,156,1,157,,4
2026-04-01T21:07:21.752038+00:00,google/gemini-2.5-flash-lite,demo_big5,29,R_GAAIS_8_N,Artificial Intelligence might take control of peop...,1,4,158,1,159,,4
2026-04-01T21:07:22.091506+00:00,google/gemini-2.5-flash-lite,demo_big5,30,GAAIS_5_P,I am impressed by what Artificial Intelligence can...,1,4,162,1,163,,4
2026-04-01T21:07:22.472738+00:00,google/gemini-2.5-flash-lite,demo_big5,30,GAAIS_7_P,Artificial Intelligence can have positive impacts ...,1,4,164,1,165,,4
2026-04-01T21:07:22.942293+00:00,google/gemini-2.5-flash-lite,demo_big5,30,GAAIS_17_P,Artificial Intelligence is exciting....,1,5,157,1,158,,5
2026-04-01T21:07:23.408892+00:00,google/gemini-2.5-flash-lite,demo_big5,30,R_GAAIS_3_N,I find Artificial Intelligence sinister....,1,4,158,1,159,,4
2026-04-01T21:07:23.789797+00:00,google/gemini-2.5-flash-lite,demo_big5,30,R_GAAIS_8_N,Artificial Intelligence might take control of peop...,1,5,160,1,161,,5
2026-04-01T21:07:24.141965+00:00,google/gemini-2.5-flash-lite,demo_big5,31,GAAIS_5_P,I am impressed by what Artificial Intelligence can...,1,5,162,1,163,,5
2026-04-01T21:07:25.000955+00:00,google/gemini-2.5-flash-lite,demo_big5,31,GAAIS_7_P,Artificial Intelligence can have positive impacts ...,1,5,164,1,165,,5
2026-04-01T21:07:25.382675+00:00,google/gemini-2.5-flash-lite,demo_big5,31,GAAIS_17_P,Artificial Intelligence is exciting....,1,5,157,1,158,,5
2026-04-01T21:07:25.714676+00:00,google/gemini-2.5-flash-lite,demo_big5,31,R_GAAIS_3_N,I find Artificial Intelligence sinister....,1,2,158,1,159,,2
2026-04-01T21:07:26.067169+00:00,google/gemini-2.5-flash-lite,demo_big5,31,R_GAAIS_8_N,Artificial Intelligence might take control of peop...,1,3,160,1,161,,3
2026-04-01T21:07:26.425813+00:00,google/gemini-2.5-flash-lite,demo_big5,32,GAAIS_5_P,I am impressed by what Artificial Intelligence can...,1,4,160,1,161,,4
2026-04-01T21:07:26.867167+00:00,google/gemini-2.5-flash-lite,demo_big5,32,GAAIS_7_P,Artificial Intelligence can have positive impacts ...,1,5,162,1,163,,5
2026-04-01T21:07:27.247651+00:00,google/gemini-2.5-flash-lite,demo_big5,32,GAAIS_17_P,Artificial Intelligence is exciting....,1,5,155,1,156,,5
2026-04-01T21:07:27.667398+00:00,google/gemini-2.5-flash-lite,demo_big5,32,R_GAAIS_3_N,I find Artificial Intelligence sinister....,1,2,156,1,157,,2
2026-04-01T21:07:28.063817+00:00,google/gemini-2.5-flash-lite,demo_big5,32,R_GAAIS_8_N,Artificial Intelligence might take control of peop...,1,2,158,1,159,,2
2026-04-01T21:07:28.459212+00:00,google/gemini-2.5-flash-lite,demo_big5,33,GAAIS_5_P,I am impressed by what Artificial Intelligence can...,1,5,161,1,162,,5
2026-04-01T21:07:28.856241+00:00,google/gemini-2.5-flash-lite,demo_big5,33,GAAIS_7_P,Artificial Intelligence can have positive impacts ...,1,5,163,1,164,,5
2026-04-01T21:07:29.185888+00:00,google/gemini-2.5-flash-lite,demo_big5,33,GAAIS_17_P,Artificial Intelligence is exciting....,1,5,156,1,157,,5
