timestamp,model,persona_file,persona_id,variable,question_short,run,answer,prompt_tokens,completion_tokens,total_tokens,error,raw_response
2026-04-02T10:49:37.269501+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,10,confed,I am going to name some institutions in this count...,1,2,189,2,191,,2
2026-04-02T10:49:37.614307+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,9,conpress,I am going to name some institutions in this count...,1,2,194,1,195,,2
2026-04-02T10:49:37.701082+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,10,eqwlth,Some people think that the government in Washingto...,1,4,296,2,298,,4
2026-04-02T10:49:38.021090+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,9,eqwlth,Some people think that the government in Washingto...,1,3,305,2,307,,3
2026-04-02T10:49:38.062059+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,11,eqwlth,Some people think that the government in Washingto...,1,1,308,2,310,,1
2026-04-02T10:49:38.141708+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,10,conpress,I am going to name some institutions in this count...,1,2,185,2,187,,2
2026-04-02T10:49:38.236466+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,11,affrmact,Some people say that because of past discriminatio...,1,1,215,2,217,,1
2026-04-02T10:49:38.294229+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,10,affrmact,Some people say that because of past discriminatio...,1,2,203,2,205,,2
2026-04-02T10:49:38.331405+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,9,affrmact,Some people say that because of past discriminatio...,1,2,212,2,214,,2
2026-04-02T10:49:38.760444+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,12,confed,I am going to name some institutions in this count...,1,3,194,2,196,,3
2026-04-02T10:49:39.256356+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,8,consci,I am going to name some institutions in this count...,1,1,187,1,188,,1
2026-04-02T10:49:39.417526+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,12,affrmact,Some people say that because of past discriminatio...,1,1,208,2,210,,1
2026-04-02T10:49:39.612461+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,12,eqwlth,Some people think that the government in Washingto...,1,1,301,2,303,,1
2026-04-02T10:49:39.617088+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,11,confed,I am going to name some institutions in this count...,1,2,201,2,203,,2
2026-04-02T10:49:39.863654+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,12,conpress,I am going to name some institutions in this count...,1,1,190,2,192,,1
2026-04-02T10:49:40.030339+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,13,affrmact,Some people say that because of past discriminatio...,1,2,197,1,198,,2
2026-04-02T10:49:40.395568+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,11,consci,I am going to name some institutions in this count...,1,1,198,1,199,,1
2026-04-02T10:49:40.448357+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,13,consci,I am going to name some institutions in this count...,1,2,180,2,182,,2
2026-04-02T10:49:40.500456+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,13,conpress,I am going to name some institutions in this count...,1,3,179,1,180,,3
2026-04-02T10:49:40.716085+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,11,conpress,I am going to name some institutions in this count...,1,2,197,1,198,,2
2026-04-02T10:49:41.186330+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,12,consci,I am going to name some institutions in this count...,1,1,191,2,193,,1
2026-04-02T10:49:41.393076+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,14,conpress,I am going to name some institutions in this count...,1,1,196,2,198,,1
2026-04-02T10:49:41.579300+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,13,confed,I am going to name some institutions in this count...,1,3,183,1,184,,3
2026-04-02T10:49:41.602085+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,13,eqwlth,Some people think that the government in Washingto...,1,4,290,2,292,,4
2026-04-02T10:49:41.813911+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,15,affrmact,Some people say that because of past discriminatio...,1,3,218,2,220,,3
2026-04-02T10:49:42.035482+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,10,consci,I am going to name some institutions in this count...,1,1,186,1,187,,1
2026-04-02T10:49:42.682424+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,14,consci,I am going to name some institutions in this count...,1,1,197,2,199,,1
2026-04-02T10:49:42.795200+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,15,confed,I am going to name some institutions in this count...,1,3,204,2,206,,3
2026-04-02T10:49:42.799886+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,14,confed,I am going to name some institutions in this count...,1,3,200,2,202,,3
2026-04-02T10:49:42.850003+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,14,eqwlth,Some people think that the government in Washingto...,1,1,307,2,309,,1
2026-04-02T10:49:42.889388+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,15,eqwlth,Some people think that the government in Washingto...,1,4,311,2,313,,4
2026-04-02T10:49:42.957125+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,15,conpress,I am going to name some institutions in this count...,1,2,200,2,202,,2
2026-04-02T10:49:43.151699+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,16,eqwlth,Some people think that the government in Washingto...,1,1,302,2,304,,1
2026-04-02T10:49:43.251859+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,16,confed,I am going to name some institutions in this count...,1,2,195,2,197,,2
2026-04-02T10:49:43.366029+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,15,consci,I am going to name some institutions in this count...,1,1,201,1,202,,1
2026-04-02T10:49:43.491886+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,16,affrmact,Some people say that because of past discriminatio...,1,1,209,2,211,,1
2026-04-02T10:49:43.522066+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,16,conpress,I am going to name some institutions in this count...,1,2,191,2,193,,2
2026-04-02T10:49:43.776295+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,17,conpress,I am going to name some institutions in this count...,1,2,196,2,198,,2
2026-04-02T10:49:44.146149+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,17,affrmact,Some people say that because of past discriminatio...,1,3,214,2,216,,3
2026-04-02T10:49:44.399456+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,18,eqwlth,Some people think that the government in Washingto...,1,4,278,2,280,,4
2026-04-02T10:49:44.732536+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,17,eqwlth,Some people think that the government in Washingto...,1,5,307,2,309,,5
2026-04-02T10:49:44.945475+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,18,confed,I am going to name some institutions in this count...,1,2,171,2,173,,2
2026-04-02T10:49:45.015460+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,16,consci,I am going to name some institutions in this count...,1,1,192,1,193,,1
2026-04-02T10:49:45.049097+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,18,conpress,I am going to name some institutions in this count...,1,2,167,2,169,,2
2026-04-02T10:49:45.652906+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,18,affrmact,Some people say that because of past discriminatio...,1,3,185,2,187,,3
2026-04-02T10:49:45.810727+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,18,consci,I am going to name some institutions in this count...,1,1,168,2,170,,1
2026-04-02T10:49:46.209643+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,19,consci,I am going to name some institutions in this count...,1,2,192,2,194,,2
2026-04-02T10:49:46.413202+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,17,consci,I am going to name some institutions in this count...,1,1,197,1,198,,1
2026-04-02T10:49:46.568749+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,19,eqwlth,Some people think that the government in Washingto...,1,7,302,2,304,,7
2026-04-02T10:49:46.638816+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,20,affrmact,Some people say that because of past discriminatio...,1,3,212,2,214,,3
2026-04-02T10:49:46.844781+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,14,affrmact,Some people say that because of past discriminatio...,1,1,214,2,216,,1
2026-04-02T10:49:46.956968+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,19,conpress,I am going to name some institutions in this count...,1,3,191,2,193,,3
2026-04-02T10:49:47.077720+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,19,confed,I am going to name some institutions in this count...,1,2,195,2,197,,2
2026-04-02T10:49:47.392713+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,21,affrmact,Some people say that because of past discriminatio...,1,3,217,2,219,,3
2026-04-02T10:49:47.506545+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,19,affrmact,Some people say that because of past discriminatio...,1,4,209,2,211,,4
2026-04-02T10:49:47.557192+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,20,eqwlth,Some people think that the government in Washingto...,1,4,305,2,307,,4
2026-04-02T10:49:47.744744+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,21,eqwlth,Some people think that the government in Washingto...,1,4,310,1,311,,4
2026-04-02T10:49:47.853565+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,21,confed,I am going to name some institutions in this count...,1,2,203,2,205,,2
2026-04-02T10:49:48.123375+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,20,confed,I am going to name some institutions in this count...,1,2,198,2,200,,2
2026-04-02T10:49:48.356534+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,22,eqwlth,Some people think that the government in Washingto...,1,1,301,2,303,,1
2026-04-02T10:49:48.508611+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,20,consci,I am going to name some institutions in this count...,1,2,195,2,197,,2
2026-04-02T10:49:48.754433+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,22,confed,I am going to name some institutions in this count...,1,2,194,2,196,,2
2026-04-02T10:49:48.805955+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,20,conpress,I am going to name some institutions in this count...,1,2,194,1,195,,2
2026-04-02T10:49:48.842966+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,22,consci,I am going to name some institutions in this count...,1,1,191,2,193,,1
2026-04-02T10:49:48.890801+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,22,affrmact,Some people say that because of past discriminatio...,1,1,208,2,210,,1
2026-04-02T10:49:49.181351+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,23,affrmact,Some people say that because of past discriminatio...,1,3,216,2,218,,3
2026-04-02T10:49:49.218419+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,22,conpress,I am going to name some institutions in this count...,1,2,190,2,192,,2
2026-04-02T10:49:49.354529+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,23,conpress,I am going to name some institutions in this count...,1,3,198,2,200,,3
2026-04-02T10:49:49.416702+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,23,confed,I am going to name some institutions in this count...,1,2,202,2,204,,2
2026-04-02T10:49:49.509966+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,21,consci,I am going to name some institutions in this count...,1,2,200,1,201,,2
2026-04-02T10:49:49.589812+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,21,conpress,I am going to name some institutions in this count...,1,2,199,1,200,,2
2026-04-02T10:49:49.842888+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,24,confed,I am going to name some institutions in this count...,1,3,196,2,198,,3
2026-04-02T10:49:49.886223+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,24,affrmact,Some people say that because of past discriminatio...,1,4,210,2,212,,4
2026-04-02T10:49:49.969752+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,24,eqwlth,Some people think that the government in Washingto...,1,7,303,1,304,,7
2026-04-02T10:49:50.511958+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,25,eqwlth,Some people think that the government in Washingto...,1,4,311,1,312,,4
2026-04-02T10:49:50.610574+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,25,affrmact,Some people say that because of past discriminatio...,1,2,218,2,220,,2
2026-04-02T10:49:50.839301+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,17,confed,I am going to name some institutions in this count...,1,2,200,2,202,,2
2026-04-02T10:49:50.964760+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,24,conpress,I am going to name some institutions in this count...,1,3,192,1,193,,3
2026-04-02T10:49:51.355715+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,23,eqwlth,Some people think that the government in Washingto...,1,4,309,1,310,,4
2026-04-02T10:49:51.625481+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,26,eqwlth,Some people think that the government in Washingto...,1,5,302,2,304,,5
2026-04-02T10:49:51.760706+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,26,confed,I am going to name some institutions in this count...,1,2,195,2,197,,2
2026-04-02T10:49:51.814936+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,25,conpress,I am going to name some institutions in this count...,1,2,200,1,201,,2
2026-04-02T10:49:51.949097+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,24,consci,I am going to name some institutions in this count...,1,3,193,2,195,,3
2026-04-02T10:49:51.967984+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,26,conpress,I am going to name some institutions in this count...,1,3,191,2,193,,3
2026-04-02T10:49:52.140746+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,25,confed,I am going to name some institutions in this count...,1,2,204,2,206,,2
2026-04-02T10:49:52.152156+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,23,consci,I am going to name some institutions in this count...,1,2,199,2,201,,2
2026-04-02T10:49:52.233845+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,27,affrmact,Some people say that because of past discriminatio...,1,2,211,2,213,,2
2026-04-02T10:49:52.293295+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,27,eqwlth,Some people think that the government in Washingto...,1,1,304,2,306,,1
2026-04-02T10:49:52.584263+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,28,affrmact,Some people say that because of past discriminatio...,1,2,214,2,216,,2
2026-04-02T10:49:52.596954+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,27,conpress,I am going to name some institutions in this count...,1,2,193,2,195,,2
2026-04-02T10:49:52.684159+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,27,consci,I am going to name some institutions in this count...,1,1,194,2,196,,1
2026-04-02T10:49:52.857308+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,26,affrmact,Some people say that because of past discriminatio...,1,3,209,1,210,,3
2026-04-02T10:49:53.054957+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,27,confed,I am going to name some institutions in this count...,1,2,197,2,199,,2
2026-04-02T10:49:53.104802+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,28,consci,I am going to name some institutions in this count...,1,1,197,2,199,,1
2026-04-02T10:49:53.195328+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,25,consci,I am going to name some institutions in this count...,1,1,201,1,202,,1
2026-04-02T10:49:53.600760+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,29,eqwlth,Some people think that the government in Washingto...,1,7,300,2,302,,7
2026-04-02T10:49:53.607137+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,29,conpress,I am going to name some institutions in this count...,1,3,189,2,191,,3
2026-04-02T10:49:53.907050+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,28,confed,I am going to name some institutions in this count...,1,3,200,2,202,,3
2026-04-02T10:49:54.013672+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,29,affrmact,Some people say that because of past discriminatio...,1,4,207,2,209,,4
2026-04-02T10:49:54.024607+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,28,eqwlth,Some people think that the government in Washingto...,1,1,307,2,309,,1
2026-04-02T10:49:54.186434+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,28,conpress,I am going to name some institutions in this count...,1,2,196,2,198,,2
2026-04-02T10:49:54.435288+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,26,consci,I am going to name some institutions in this count...,1,2,192,2,194,,2
2026-04-02T10:49:54.521077+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,30,confed,I am going to name some institutions in this count...,1,2,178,2,180,,2
2026-04-02T10:49:54.536278+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,30,eqwlth,Some people think that the government in Washingto...,1,3,285,1,286,,3
2026-04-02T10:49:54.558708+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,29,confed,I am going to name some institutions in this count...,1,3,193,2,195,,3
2026-04-02T10:49:54.569636+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,30,conpress,I am going to name some institutions in this count...,1,2,174,2,176,,2
2026-04-02T10:49:54.889383+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,30,affrmact,Some people say that because of past discriminatio...,1,3,192,2,194,,3
2026-04-02T10:49:55.043402+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,31,eqwlth,Some people think that the government in Washingto...,1,5,283,2,285,,5
2026-04-02T10:49:55.124639+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,31,conpress,I am going to name some institutions in this count...,1,3,172,2,174,,3
2026-04-02T10:49:55.352691+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,32,eqwlth,Some people think that the government in Washingto...,1,4,294,2,296,,4
2026-04-02T10:49:55.368221+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,32,affrmact,Some people say that because of past discriminatio...,1,3,201,2,203,,3
2026-04-02T10:49:55.491146+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,29,consci,I am going to name some institutions in this count...,1,3,190,1,191,,3
2026-04-02T10:49:55.695597+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,31,confed,I am going to name some institutions in this count...,1,2,176,2,178,,2
2026-04-02T10:49:55.852261+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,30,consci,I am going to name some institutions in this count...,1,1,175,1,176,,1
2026-04-02T10:49:55.876389+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,32,conpress,I am going to name some institutions in this count...,1,2,183,2,185,,2
2026-04-02T10:49:56.223291+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,32,consci,I am going to name some institutions in this count...,1,1,184,2,186,,1
2026-04-02T10:49:56.299451+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,33,conpress,I am going to name some institutions in this count...,1,3,193,2,195,,3
2026-04-02T10:49:56.559849+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,33,eqwlth,Some people think that the government in Washingto...,1,3,304,2,306,,3
2026-04-02T10:49:56.590582+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,31,affrmact,Some people say that because of past discriminatio...,1,3,190,1,191,,3
2026-04-02T10:49:56.595028+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,33,confed,I am going to name some institutions in this count...,1,2,197,2,199,,2
2026-04-02T10:49:56.777561+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,33,consci,I am going to name some institutions in this count...,1,2,194,2,196,,2
2026-04-02T10:49:56.930532+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,34,affrmact,Some people say that because of past discriminatio...,1,1,208,1,209,,1
2026-04-02T10:49:56.980217+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,32,confed,I am going to name some institutions in this count...,1,2,187,1,188,,2
2026-04-02T10:49:57.193008+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,34,consci,I am going to name some institutions in this count...,1,1,191,2,193,,1
2026-04-02T10:49:57.252433+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,34,eqwlth,Some people think that the government in Washingto...,1,1,301,1,302,,1
2026-04-02T10:49:57.408878+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,35,eqwlth,Some people think that the government in Washingto...,1,3,307,2,309,,3
2026-04-02T10:49:57.514026+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,31,consci,I am going to name some institutions in this count...,1,2,173,1,174,,2
2026-04-02T10:49:57.698418+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,33,affrmact,Some people say that because of past discriminatio...,1,3,211,1,212,,3
2026-04-02T10:49:57.881189+00:00,qwen/qwen3-235b-a22b-2507,personas_demographics_political,35,conpress,I am going to name some institutions in this count...,1,2,196,1,197,,2
